id,gender,age,visual_vividness,view_duration,lights,computer,emotion,hallucination_categorical,hallucination_description,emerge_time,hallucination_frequency,hallucination_intensity,hallucination_duration,consciousness_change,consciousness_description,hallucination_location,percent_missing,auditory_strength,gustatory_strength,haptic_strength,interoceptive_strength,olfactory_strength,visual_strength,foot_strength,hand_strength,head_strength,mouth_strength,torso_strength,perceptual_strength,action_strength,sensorimotor_strength,visual_vividness_z,description_length
12,Female,67,8,10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex environments (e.g., cityscapes, forests)","['pusating', 'light', 'began', 'red', 'black', 'morphed', 'red', 'green', 'later', 'red', 'color', 'dominiated', 'changed', 'shade', 'orangy', 'deeper', 'red', 'glittery', 'gold', 'spot', 'image', 'city', 'skyline', 'gold', 'cube', 'gold', 'dot']",5-7 minutes,Infrequently,Clear and moderately vivid,1-2 seconds,"No change, fully alert in the here and now",,All over the screen,29.629629629629626,0.5340424425789474,0.17112789710526316,1.000946498,0.4589737548421053,0.22446867947368418,4.220921475315789,0.42124157131578943,1.2062606205789472,2.9403235901578944,0.5424120155263157,0.43690754236842116,4.229693405157895,2.9534814848947364,4.274137849578947,0.9272073166352024,27
14,Male,50,10,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['dark', 'gray', 'hexagonal', 'lattice', 'appeared', 'occasionally', 'flashing', 'red', 'pink', 'black', 'background', 'white', 'sometimes', 'center']",1-2 minutes,Frequently,"Clear, but not vivid, Clear and moderately vivid, Clear, vivid, and/or bright",Brief moment or flash,"As if in a dreamlike state, Lost a sense of time","Surprisingly comfortable most of the time.  At about 10 minutes I started feeling a little nauseated and wanted to stop, so I stopped.",In the center,14.285714285714285,0.5519216239166667,0.15695082658333334,0.3603342436666666,0.48604443108333323,0.14349358058333336,3.8065078581666665,0.33484376599999993,0.6864841051666666,2.4840006004166666,0.48946204075000005,0.39746678975,3.8342856359166664,2.4840006004166666,3.8367222831666665,1.5631689660872228,14
15,Male,71,6,Less than 10min.,No,Computer,No feeling about it one way or the other,Colors other than red and black,"['flashing', 'color', 'red', 'blue', 'green', 'amorphous', 'shape', 'sense', 'moving', 'fast', 'colored', 'cloud', 'nebula']",not applicable,not applicable,not applicable,not applicable,"No change, fully alert in the here and now",not applicable,not applicable,7.6923076923076925,0.7273139406666668,0.3289625285833333,0.9630729389166666,0.8879368481666666,0.31503083299999995,4.089464166916666,0.9938021119166666,1.3975151344166665,2.8905622624999996,0.9411504884166666,0.8806332112500002,4.136339166916666,3.03970269975,4.203032759999999,0.29124566718318196,13
16,Male,56,0,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'honeycomb', 'red', 'black', 'blurred', 'moving', 'slowly', 'shifting', 'sometimes', 'went', 'mostly', 'red', 'one', 'area', 'could', 'slide', 'around']",They began to emerge immediately,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next",Became relaxed or sleepy,drowsy - but it was evening after previous night with not much sleep,All over the screen,0.0,1.141500232647059,0.3234019304705882,0.9384126407058823,0.8981733457058825,0.30506311923529406,3.3882650687058824,1.2092794640588236,1.4402725992941177,2.3088456160588233,1.133775828352941,1.0842098270000002,3.4217137422941177,2.5206368394117646,3.4782070520588237,-1.6166392811728794,17
17,Male,43,8,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests), alien","['star', 'got', 'relatively', 'bright', 'cityscape', 'outline', 'random', 'shape', 'alien', 'figure', 'everything', 'sort', 'motion']",A few seconds,Frequently,Clear and moderately vivid,Persisting several seconds,"No change, fully alert in the here and now",,"In the center, In the periphery, All over the screen",0.0,1.2404775134615385,0.4537559017692307,1.4778749286153845,1.0163651491538461,0.522173694,3.6976370506923075,1.113037123153846,1.8576280727692305,2.648069172846154,1.2274656299230768,1.015829068076923,3.7021619375384613,2.863942188692308,3.809842337615385,0.9272073166352024,13
18,Male,47,8,Longer than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['note', 'interpreted', 'image', 'include', 'simple', 'shape', 'pattern', 'color', 'red', 'black', 'image', 'refers', 'figurative', 'image', 'please', 'disregard', 'answer', 'question', 'soon', 'seemed', 'divided', 'square', 'tile', 'usually', 'orange', 'blue', 'checkered', 'pattern', 'although', 'sometimes', 'complex', 'dark', 'green', 'tile', 'different', 'shape', 'corner', 'tile', 'dark', 'green', 'tile', 'covered', 'pattern', 'irregular', 'little', 'curly', 'scratch', 'flicker', 'came', 'le', 'fill', 'visual', 'field', 'sometimes', 'start', 'see', 'little', 'spinning', 'wheel', 'around', 'periphery', 'showing', 'checkered', 'pattern', 'also', 'decorated', 'irregular', 'little', 'curly', 'scratch', 'bright', 'orange', 'dark', 'predominated', 'especially', 'bright', 'glow', 'appeared', 'center', 'sometimes', 'became', 'center', 'asterisk', 'bright', 'line', 'extending', 'edge', 'visual', 'field', 'bright', 'line', 'consisted', 'parallel', 'stripe', 'different', 'color', 'like', 'rainbow', 'one', 'point', 'collection', 'rainbow', 'line', 'extending', 'across', 'visual', 'field', 'point', 'low', 'central', 'sometimes', 'thick', 'bright', 'line', 'would', 'appear', 'various', 'angle', 'offset', 'center', 'line', 'bright', 'dark', 'band', 'alternating', 'along', 'length', 'sometimes', 'bright', 'dark', 'band', 'would', 'seem', 'moving', 'along', 'line', 'concentrated', 'could', 'change', 'direction', 'movement', 'closed', 'eye', 'background', 'became', 'paler', 'see', 'network', 'like', 'cobweb', 'centered', 'middle', 'visual', 'field', 'pastel', 'green', 'thread', 'pastel', 'blue', 'jewel', 'node', 'thread', 'met']",They began to emerge immediately,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",I felt slightly giddy and very slightly slightly entranced.,"I didn't feel strongly altered, just a slight sort of giddiness as the patterns moved. I felt somewhat absorbed by the experience, slightly hypnotized.",All over the screen,6.748466257668712,1.0045959610460524,0.20680359767105272,1.157929023907895,0.7265001603881579,0.23448329947368426,3.6101143451184208,0.8433224981644729,1.3155753564802628,2.584689831690788,0.8201072696842107,0.6553342722960527,3.7065241405789457,2.7733082955460517,3.7923614915526294,0.9272073166352024,163
19,Male,30,6,10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'box', 'bit', 'blue', 'static', 'circular', 'vortex', 'middle', 'whenever', 'refocused', 'long', 'straight', 'line', 'like', 'embossing', 'grew', 'divided', 'moved']",A few seconds,Constantly,"Clear, but not vivid",,As if in a dreamlike state,Felt like I was falling forward,,11.11111111111111,0.855858547125,0.1783680273125,1.653121329125,0.8175543543125,0.18403170125,3.3350922310624997,0.8357437306875,1.5565785663125,2.1185381338125,0.896039792375,0.6869562370625,3.5088521517499998,2.4183886926250002,3.5956366533125,0.29124566718318196,18
20,Female,21,3,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","['lot', 'kind', 'scary', 'bird', 'one', 'time', 'one', 'tried', 'break', 'something', 'beak', 'real', 'hard', 'bat', 'flying', 'truck', 'driving', 'fast', 'low', 'point', 'view', 'scary', 'face', 'laughing', 'pattern', 'kind', 'pattern', 'shadow', 'face', 'profile']",1-2 minutes,Frequently,Clear and moderately vivid,1-2 seconds,"No change, fully alert in the here and now, As if in a dreamlike state",no,All over the screen,0.0,1.8680326668666667,0.3850744991666667,1.5297452823333333,1.3349835410333335,0.4227058326666668,3.5918025772333335,1.1249634223333336,1.6952266929333333,2.881173086133332,1.4208695509666667,1.0086394076666667,3.7097677964,3.117789892466665,3.7551367754999996,-0.6626968069948487,30
21,Male,44,6,Longer than 10min.,No,Mobile phone,No feeling about it one way or the other,starbursts of 🎵,"['first', 'thin', 'slitted', 'nose', 'belonging', 'nonthreatentity', 'music', 'drop', 'bursting', 'happily', 'increasing', 'till', 'wednesday', 'said', 'stun', 'stun', 'sun', 'sun', 'yellow', 'filled', 'tastebud', 'reminding', 'dandelion']","5-7 minutes, Non-conforming",Rapidly sporadic or sporadically rapid to non-existent,tasted yelllow,well I played with it then released it,"normal is non-conforming, I don't call you stupid just cause you can't taste colors and hear Universe",sleepy,clustered in top to middle left side then mid to bottom right corner,17.391304347826086,1.3756433052105266,0.4180247604736842,1.3466817565263158,1.5624574704210525,0.5097709612105263,3.060398341947369,0.8805614365789474,1.5341365425789473,2.4020611259473683,1.4917129447894737,0.9173149617368421,3.7877807286315797,2.8934738683157897,3.8541939706842108,0.29124566718318196,23
22,Female,33,4,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['permanent', 'red', 'dark', 'green', 'checkerboard', 'cross', 'middle', 'checkerboard', 'turn', 'interlacing', 'often', 'streak', 'dot', 'color', 'white', 'yellow', 'light', 'green', 'blue', 'carved', 'fish', 'first', 'half', 'video', 'green', 'spot', 'started', 'look', 'like', 'big', 'cartoonish', 'blue', 'fish', 'spot', 'started', 'look', 'like', 'silhouette', 'fish', 'two', 'dragon', 'start', 'second', 'half', 'chessboard', 'looked', 'like', 'pole', 'cloud', 'suddenly', 'vermiform', 'monster', 'trying', 'get', 'cloud', 'difficulty', 'another', 'show', 'imitated', 'watch', 'radiated', 'malevolence', 'great', 'dragon', 'impression', 'watching', 'damaged', 'film', 'ganzflickter', 'filter', 'front', 'image', 'large', 'scaly', 'dragon', 'slowly', 'walking', 'right', 'going', 'go', 'frame', 'dragon', 'worse', 'first', 'malicious', 'powerful', 'sneaky', 'afraid', 'would', 'attack', 'reassure', 'voluntarily', 'came', 'trance', 'voluntarily', 'moving', 'eye']","1-2 minutes, 5-7 minutes, l'échiquier est apparu immédiatement. il a fallu attendre plus de 4 minutes pour que les poissons apparaissent. les trois dragons sont apparus peut après. plus le temps passait, plus les visions étaient concrètes. une histoire se développait.",Infrequently,"Weak, faint, or insubstantial, Clear and moderately vivid, les dragons étaient clairement des personnages de films apparaissant sur un écran, mais ils avaient bien des personnalités et semblaient avoir la capacité d'interragir avec moi et la réalité.","Brief moment or flash, Persisting several seconds, Constant, morphing from one image to the next",Became relaxed or sleepy,"167 / 5 000
Résultats de traduction
I was fully aware of being in my living room, petting my cats, but I was concentrating on the screen. Like I was immersed in a demanding task.","In the center, quand j'ai bougé mon regard, des morceaux du grand dragon se sont déplacé avec lui.",11.34020618556701,1.1905984395581395,0.3598775846627908,1.0505241059883723,1.0129577432790697,0.3992291728139535,3.4710197991279057,0.9501908193255814,1.4468324036279074,2.756271167767442,1.0583617310348843,0.811884244604651,3.5785526791279065,2.9471935368255817,3.7174893776511624,-0.3447159822688385,97
23,Male,17,4,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex environments (e.g., cityscapes, forests), planet exploding front of a star, espacially lot of eyes.","['eye', 'eye', 'eye', 'fire', 'flame', 'planet', 'star']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial, Clear, but not vivid, Clear and moderately vivid","Brief moment or flash, 1-2 seconds","No change, fully alert in the here and now",,All over the screen,0.0,0.8991341991428571,0.11224747485714286,1.5884199134285715,0.8659812411428572,0.8208874460000001,4.460461760285713,0.6878863825714285,1.1550065638571427,3.705764411142858,0.744933763,0.6289055972857144,4.460461760285713,3.705764411142858,4.627128427,-0.3447159822688385,7
24,Male,21,10,Didn't time it,Yes,laptop,"Somewhat enjoyable, but easy to stop",the entire screen took form as a golden plate and images of the beach and letters and wwords appeared,"['min', 'seeing', 'changing', 'black', 'red', 'frame', 'neither', 'slowing', 'increasing', 'point', 'image', 'took', 'form', 'solid', 'golden', 'tablet', 'like', 'shape', 'word', 'started', 'flying', 'across', 'scenery', 'background', 'resembled', 'beach', 'eye', 'seeing', 'thinking', 'mental', 'image', 'would', 'look', 'like', 'met', 'people', 'made', 'experiment', 'self', 'shaking', 'hand', 'attention', 'went', 'back', 'image', 'disappeared', 'went', 'back', 'flashing', 'proceeded', 'exit', 'window', 'hearing', 'small', 'giggling', 'noise', 'room', 'pretty', 'sure', 'mental', 'audio', 'clip', 'stored', 'head', 'since', 'pm', 'everyone', 'downstairs', 'sleeping']",of course they began before i even watched the Ganzfeld,"Constantly, to be honest two images were showing at once, this is no lie",Clear and moderately vivid,"Constant, morphing from one image to the next","As if in a dreamlike state, Felt transported to another place, Lost a sense of space",my eyes were relaxing into a dream like state where the focus as less in the physical and more on the mental. in all honesty i began focusing on possible outcomes of the future. I'm pretty used to mental time travel as it became almost like a habit on a daily basis,,13.043478260869565,1.3961893227833333,0.22253034546666664,1.2691691575500001,1.1222003199333332,0.3631161628500001,3.423639986366666,0.9128867120166666,1.4940997827666664,2.9778020089833337,1.0917319399333334,0.9311453226999997,3.8444802303499994,3.2657334184166675,4.007612059099999,1.5631689660872228,69
25,Male,44,4,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['honeycomb', 'pattern', 'covering', 'whole', 'usually', 'hexagon', 'becoming', 'smaller', 'towards', 'center', 'shifted', 'gaze', 'away', 'center', 'center', 'pattern', 'would', 'follow', 'gaze', 'couple', 'time', 'black', 'faint', 'yellow', 'surround', 'cross', 'appear', 'covering', 'whole', 'top', 'honeycomb', 'pattern', 'center', 'cross', 'would', 'follow', 'gaze']",They began to emerge immediately,Frequently,Clear and moderately vivid,Persisting several seconds,Became relaxed or sleepy,I became rather sleepy and a few times I realised I had closed my eyes.,All over the screen,2.7027027027027026,0.9004391194999999,0.3004157246944444,1.028260097027778,0.7690853084999999,0.2778167051111111,3.3659818052222223,0.9660514644166667,1.2464896551388887,2.3968521878611115,0.7883500623055556,0.7789281581388888,3.426303155972222,2.5426605217499993,3.538402440138889,-0.3447159822688385,37
26,Male,50,0,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['pattern', 'hexagon', 'touching', 'overlapping', 'thick', 'horizontal', 'vertical', 'line', 'fuzzy', 'edge', 'intersected', 'center', 'field', 'view', 'would', 'move', 'looked', 'different', 'part', 'monitor']",A few seconds,Frequently,"Weak, faint, or insubstantial",Persisting several seconds,"No change, fully alert in the here and now",,All over the screen,10.0,0.7927135377222223,0.18203436827777777,1.8761729008888888,0.7903561326666667,0.20076344861111112,3.485539829944445,1.3610370947777781,1.829648764166667,2.492677826222222,0.803579654611111,1.0348770951666668,3.7559895107777783,2.807657102055556,3.906706171666667,-1.6166392811728794,20
27,Male,,5,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Moving objects in a repetitive clip","['started', 'changing', 'going', 'min', 'looked', 'like', 'water', 'ripple', 'bottom', 'left', 'moving', 'top', 'right', 'random', 'turbulent', 'water', 'swirl', 'min', 'clockwise', 'spinning', 'blade', 'top', 'min', 'belly', 'front', 'shoulder', 'leg', 'foot', 'running', 'horse', 'looked', 'like', 'running', 'fast', 'flame', 'coming', 'hoof', 'blinked', 'rapidly', 'bunch', 'time', 'like', 'trying', 'make', 'movie', 'scene', 'ended', 'creating', 'fat', 'pixel', 'stayed', 'static', 'couple', 'min', 'random', 'swirl', 'brief', 'flash', 'former', 'image', 'time', 'approx']",1-2 minutes,Frequently,"Clear, but not vivid, Clear and moderately vivid, Clear, vivid, and/or bright, The images were a red background drawn with yellow.  Only the horse was vivid and could best be described as a pencil drawing in a 3D perspective on a red piece of paper.  It was like I was seeing it in my head and not with my eyes, like it was a daydream.","Persisting several seconds, Constant, morphing from one image to the next",This felt uncomfortable the whole time.,,On the top of the screen extending towards the middle,16.129032258064516,1.485776518730769,0.4259377756923076,1.5286913148846157,1.307016901115385,0.39178405388461535,3.540287774423077,1.5277900162307698,1.704537179538462,2.3598473804230764,1.1131817838269233,1.1843382527692305,3.6378610344999993,2.9234969408461535,3.7835850382307687,-0.026735157542828254,62
28,Male,58,2,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['tube', 'pokemon', 'go', 'arena']",5-7 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial","1-2 seconds, Persisting several seconds","No change, fully alert in the here and now",,In the center,25.0,1.3802941696666666,0.28079035999999996,1.5031897926666666,0.8874712029999999,0.45055821366666665,3.6656034026666666,1.6954051796666667,1.8012113616666667,1.9669172933333332,1.128863826,1.100459482,3.6656034026666666,2.6494569756666664,4.0585858586666665,-0.9806776317208589,4
29,Male,22,1,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['shape', 'different', 'shape', 'black', 'regular', 'irregular', 'shape', 'color', 'black', 'red', 'changed', 'grey', 'orange', 'time', 'seemed', 'become', 'dimentional', 'curved', 'like', 'curved', 'display', 'cone', 'inwards']","They began to emerge immediately, 5-7 minutes, shapes in the beginning, colors at the end",Infrequently,"Clear, vivid, and/or bright, Very vivid, almost real, or popping out of the screen",Persisting several seconds,As if in a dreamlike state,Similar to when you are tired and nearly fall asleep but then get back up.,,17.391304347826086,0.7277048724736841,0.5619566201578947,1.449854447789474,0.9374476890526315,0.4581661843157894,3.6857607124736838,0.7379353251578946,1.4942950536842108,2.581646206736842,0.9982014210526317,0.8061082553684211,3.7926455716315783,2.6022203694210524,3.8940057832631574,-1.298658456446869,23
30,Prefer not to say,22,8,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex environments (e.g., cityscapes, forests), imaginary Asian characters","['shaped', 'yellow', 'laser', 'light', 'like', 'window', 'medium', 'player', 'blue', 'purple', 'shade', 'square', 'pattern', 'chinese', 'japanese', 'character', 'know', 'language', 'tell', 'imaginary', 'running', 'backward', 'see', 'driving']",A few seconds,Constantly,"Very vivid, almost real, or popping out of the screen","Brief moment or flash, Persisting several seconds","Became relaxed or sleepy, Lost a sense of time","I can't count time during the experience, and I doubt at what I see, don't know if they are illusory or created by any conscient imagination",All over the screen,8.333333333333332,1.2776031845454545,0.24392144245454545,1.0032540300454544,0.9955421363636362,0.28166329081818187,3.5145301529090913,0.9365667827272727,1.290594811409091,2.8853899487272727,1.1486339471818183,0.7187318239545455,3.8134482648181818,3.301444238863637,4.09974957959091,0.9272073166352024,24
